-0.22,-0.97,0.16
-0.21,-0.97,0.15
-0.21,-0.97,0.15
-0.21,-0.96,0.16
-0.21,-0.96,0.16
-0.21,-0.96,0.15
-0.21,-0.96,0.15
-0.22,-0.96,0.16
-0.21,-0.95,0.16
-0.20,-0.95,0.15
-0.20,-0.95,0.15
-0.20,-0.95,0.15
-0.21,-0.95,0.15
-0.21,-0.94,0.16
-0.22,-0.95,0.15
-0.23,-0.96,0.16
-0.22,-0.96,0.16
-0.21,-0.96,0.16
-0.20,-0.96,0.14
-0.20,-0.96,0.15
-0.20,-0.96,0.15
-0.20,-0.97,0.15
-0.20,-0.97,0.15
-0.21,-0.96,0.16
-0.22,-0.96,0.15
-0.22,-0.96,0.16
-0.22,-0.96,0.15
-0.23,-0.96,0.15
-0.23,-0.96,0.16
-0.22,-0.96,0.16
-0.22,-0.95,0.16
-0.22,-0.94,0.15
-0.22,-0.94,0.15
-0.22,-0.94,0.16
-0.22,-0.94,0.16
-0.21,-0.94,0.15
-0.22,-0.94,0.15
-0.22,-0.94,0.16
-0.22,-0.95,0.16
-0.21,-0.95,0.16
-0.21,-0.95,0.14
-0.21,-0.96,0.15
-0.21,-0.96,0.15
-0.21,-0.96,0.15
-0.21,-0.97,0.15
-0.22,-0.98,0.15
-0.23,-0.98,0.16
-0.23,-0.98,0.17
-0.21,-0.97,0.14
-0.22,-0.96,0.15
-0.21,-0.96,0.14
-0.21,-0.96,0.14
-0.20,-0.96,0.15
-0.19,-0.95,0.15
-0.19,-0.94,0.14
-0.19,-0.94,0.14
-0.20,-0.94,0.15
-0.21,-0.94,0.15
-0.20,-0.95,0.14
-0.20,-0.96,0.15
-0.20,-0.96,0.15
-0.21,-0.97,0.14
-0.22,-0.97,0.15
-0.23,-0.97,0.16
-0.23,-0.97,0.15
-0.23,-0.96,0.16
-0.24,-0.96,0.17
-0.23,-0.96,0.16
-0.21,-0.96,0.17
-0.17,-0.95,0.16
-0.13,-0.94,0.29
-0.16,-0.96,0.36
-0.20,-0.99,0.28
-0.24,-1.03,0.16
-0.20,-1.02,0.16
-0.18,-1.00,0.09
-0.12,-0.97,0.11
-0.07,-0.92,0.28
-0.07,-1.00,0.15
-0.10,-1.04,0.08
-0.11,-1.03,0.16
-0.13,-1.02,0.18
-0.14,-1.03,0.05
-0.23,-0.96,0.15
-0.24,-0.67,0.27
-0.25,-0.58,0.23
-0.29,-0.70,0.25
-0.26,-0.85,0.01
-0.23,-0.81,0.22
-0.20,-0.87,-0.04
-0.16,-1.09,-0.11
-0.08,-1.09,-0.01
-0.01,-1.12,-0.07
-0.00,-1.17,-0.13
-0.02,-1.23,-0.17
0.03,-1.06,0.02
0.07,-0.62,0.30
0.11,-0.28,0.39
-0.03,-0.64,0.27
-0.05,-0.86,0.01
-0.17,-0.94,-0.05
-0.15,-0.88,-0.07
-0.23,-0.93,-0.01
-0.22,-1.03,0.02
-0.21,-1.10,0.13
-0.22,-1.06,0.18
-0.26,-1.21,0.11
-0.27,-1.03,0.08
-0.25,-0.95,0.11
-0.20,-0.86,-0.04
-0.26,-1.07,0.01
-0.21,-1.11,0.05
-0.28,-1.20,0.10
-0.30,-1.17,0.19
-0.25,-1.06,0.26
-0.25,-0.98,0.17
-0.17,-0.96,0.20
-0.15,-1.02,0.23
-0.16,-1.09,0.27
-0.20,-1.01,0.09
-0.18,-1.03,0.16
-0.19,-1.15,-0.04
-0.05,-1.05,0.26
-0.11,-1.12,0.27
-0.06,-1.08,0.14
-0.01,-0.91,0.18
-0.04,-1.03,0.22
-0.06,-1.03,0.27
-0.16,-1.13,0.07
-0.25,-1.21,0.06
-0.10,-0.98,0.14
-0.10,-0.99,0.10
-0.11,-0.98,0.14
-0.10,-0.98,0.13
-0.15,-1.02,0.07
-0.20,-1.02,0.05
-0.20,-1.03,0.07
-0.29,-0.99,0.15
-0.12,-0.93,0.16
-0.07,-0.90,0.14
-0.02,-0.96,0.22
-0.11,-1.01,0.03
-0.22,-0.90,0.01
-0.19,-0.91,0.17
-0.26,-0.93,0.14
-0.24,-0.93,0.13
-0.21,-0.92,0.10
-0.21,-0.95,-0.01
-0.21,-1.01,0.02
-0.15,-1.05,0.11
-0.14,-1.02,0.05
-0.19,-0.99,0.05
-0.23,-1.02,0.10
-0.23,-1.05,0.14
-0.17,-1.01,0.12
-0.13,-1.04,0.11
-0.10,-1.10,0.05
-0.11,-1.10,0.09
-0.11,-1.16,0.12
-0.14,-1.18,0.06
-0.18,-1.11,0.06
-0.19,-0.99,0.15
-0.09,-0.98,0.04
-0.01,-1.00,0.09
-0.04,-0.88,0.08
-0.09,-0.93,0.03
-0.12,-0.91,0.15
-0.12,-0.89,0.00
-0.20,-0.97,-0.02
-0.22,-0.84,0.05
-0.23,-0.88,0.01
-0.17,-0.77,-0.08
-0.15,-0.74,-0.05
-0.14,-0.72,0.06
-0.15,-0.84,-0.12
-0.13,-0.83,-0.01
-0.12,-1.02,-0.06
-0.01,-0.84,-0.03
0.04,-1.02,0.18
0.02,-1.06,-0.26
0.03,-0.96,-0.01
0.00,-1.03,0.09
-0.04,-1.04,-0.15
-0.01,-0.88,-0.06
-0.08,-0.95,-0.05
-0.14,-1.00,-0.08
-0.18,-1.05,0.02
-0.22,-0.99,-0.13
-0.22,-0.90,-0.12
-0.17,-0.88,-0.17
-0.16,-0.92,-0.20
-0.15,-0.99,-0.25
-0.12,-1.21,-0.21
-0.16,-1.28,-0.13
-0.16,-1.08,0.00
